,id,forma_pago,status
5609,HQBFGBQ1,efectivo,pagado
5610,KIHBGB6Y,transferencia,pagado
5611,JXDEGBD6,transferencia,pagado
5612,QFABGBL7,efectivo,pagado
5613,LZVMGBND,efectivo,pagado
5614,MELJGBGS,efectivo,pagado
5615,JLKBGBJ0,tarjeta,pagado
5616,LOBNGB9K,efectivo,pagado
5617,TLEOGBF9,efectivo,pagado
5618,QPHAGB6X,tarjeta,pagado
5619,QPGHGB9O,efectivo,pagado
5620,ISQEGB6N,tarjeta,pagado
5621,VKDGGBYM,transferencia,pagado
5622,XGUBGBOM,efectivo,pagado
5623,OUTKGB76,tarjeta,pagado
5624,DJOAGB3E,efectivo,pagado
5625,JKYLGB2M,transferencia,pagado
5626,NYQCGB43,transferencia,pagado
5627,YNRLGB9A,efectivo,pagado
5628,UTDBGB3W,tarjeta,pagado
5629,ZTVOGB55,tarjeta,pagado
5630,ZXFZGB6O,efectivo,pagado
5631,KRRPGBNG,transferencia,pagado
5632,EHMJGBLT,tarjeta,pagado
5633,DRJHGBQH,tarjeta,pagado
5634,YOVRGBGD,tarjeta,pagado
5635,FAKIGBL9,efectivo,pendiente
5636,FDYWGBQ3,transferencia,pagado
5637,ZEGRGB2S,transferencia,pagado
5638,ZXGAGBHL,efectivo,pagado
5639,SPEQGBBZ,tarjeta,pagado
5640,AXQXGBCH,efectivo,pendiente
5641,JZCLGBNG,tarjeta,pagado
5642,SPWAGB7R,transferencia,pagado
5643,WFXCGBJU,transferencia,pagado
5644,ZPOBGBDL,transferencia,pagado
5645,QIOCGBIW,transferencia,pagado
5646,AKBXGBH0,efectivo,pagado
5647,QHJIGBHV,efectivo,pagado
5648,EHYXGB7Z,transferencia,pagado
5649,IPKNGBTC,efectivo,pagado
5650,VMZJGBN9,tarjeta,pagado
5651,AOIGGB0V,tarjeta,pagado
5652,FPYSGB5Y,efectivo,pendiente
5653,ZQTSGBPL,transferencia,pagado
5654,TOZHGBBO,transferencia,pagado
5655,GOEOGBZ0,transferencia,pagado
5656,FLDNGBBW,tarjeta,pagado
5657,MQBJGB1C,tarjeta,pagado
5658,SUOJGBZU,transferencia,pagado
5659,LLWKGBF8,efectivo,pagado
5660,ATIPGB19,tarjeta,pagado
5661,AUPCGBVD,transferencia,pendiente
5662,MYSPGBCZ,efectivo,pagado
5663,WEHDGBRT,tarjeta,pagado
5664,JLBLGBD6,tarjeta,pagado
5665,DRZMGBX6,transferencia,pagado
5666,RDKQGBX5,efectivo,pagado
5667,ARVGGBJE,efectivo,pendiente
5668,JJEJGBE8,efectivo,pagado
5669,IRKIGBFV,efectivo,pendiente
5670,HDWXGBUI,transferencia,pagado
5671,RECKGBGI,transferencia,pagado
5672,OGGHGB6K,tarjeta,pagado
5673,GRQVGB37,efectivo,pagado
5674,BQPEGBCM,tarjeta,pagado
5675,RIHAGB87,transferencia,pagado
5676,HRREGBD4,tarjeta,pagado
5677,VUPXGBZF,tarjeta,pagado
5678,EDFFGBF3,tarjeta,pagado
5679,XFWCGBK6,efectivo,pagado
5680,GLKXGB2A,tarjeta,pagado
5681,AOXIGBC0,transferencia,pagado
5682,TMNVGBYR,transferencia,pagado
5683,ANXZGB14,efectivo,pagado
5684,ZSMDGBK2,transferencia,pagado
5685,INFVGB4A,efectivo,pagado
5686,PCRTGBMM,efectivo,pagado
5687,QYWKGBLZ,efectivo,pagado
5688,RXPFGB8O,transferencia,pagado
5689,DRUAGBS9,tarjeta,pendiente
5690,QTKMGB11,tarjeta,pagado
5691,LUOMGBGG,tarjeta,pagado
5692,CZLCGBNE,tarjeta,pagado
5693,IVOPGBP3,transferencia,pagado
5694,BPPVGBJQ,efectivo,pagado
5695,RZCPGBDL,tarjeta,pagado
5696,EADHGBFH,efectivo,pagado
5697,MNMIGBK2,transferencia,pagado
5698,PYBEGBRK,efectivo,pendiente
5699,ZXVEGBM2,transferencia,pagado
5700,OHNWGBEO,tarjeta,pagado
5701,JXJUGBXH,tarjeta,pagado
5702,YUFBGBLG,transferencia,pagado
5703,OUJSGB8X,efectivo,pendiente
5704,XANEGBNE,tarjeta,pagado
5705,TDGOGBA7,tarjeta,pagado
5706,QABQGBFT,tarjeta,pendiente
5707,OHBMGB9U,transferencia,pagado
5708,VGPHGBR5,efectivo,pagado
5709,FHSLGBTC,efectivo,pagado
5710,YLCSGBNU,transferencia,pagado
5711,IIFHGB7M,transferencia,pagado
5712,YQKXGB6B,tarjeta,pagado
5713,SXSPGBXV,efectivo,pagado
5714,LDOEGBAI,transferencia,pagado
5715,FJJCGBZO,tarjeta,pagado
5716,GBKDGB34,tarjeta,pagado
5717,OYNUGB0U,transferencia,pagado
5718,IFJIGB22,efectivo,pagado
5719,RCMXGBGX,transferencia,pagado
5720,NFPGGBJO,efectivo,pagado
5721,JLQQGBW1,transferencia,pagado
5722,IULRGB1B,transferencia,pagado
5723,SDHMGBEA,transferencia,pagado
5724,BJCLGBXI,transferencia,pagado
5725,SIIXGB5N,transferencia,pagado
5726,IDDLGBPF,transferencia,pagado
5727,OGMWGBG8,tarjeta,pendiente
5728,TFZUGBWH,transferencia,pagado
5729,RGXGGBAE,transferencia,pagado
5730,JCVFGBYQ,transferencia,pagado
5731,NYTKGBEF,tarjeta,pagado
5732,FMTYGBUX,efectivo,pendiente
5733,FYGXGB0D,transferencia,pagado
5734,IAVZGB3V,efectivo,pagado
5735,RXBAGBOX,tarjeta,pagado
5736,VRFEGBO5,efectivo,pagado
5737,FCTLGBKU,efectivo,pagado
5738,CLZVGBHM,efectivo,pagado
5739,LYJJGB9V,tarjeta,pagado
5740,CFSLGBQB,tarjeta,pagado
5741,WBZWGB9Q,transferencia,pagado
5742,QSEUGBUQ,tarjeta,pagado
5743,ISHQGBWM,transferencia,pagado
5744,UQNBGBPM,efectivo,pagado
5745,ZLPGGBNW,transferencia,pagado
5746,XYDAGBRF,efectivo,pagado
5747,XVWAGB7E,transferencia,pendiente
5748,UJFQGBDF,transferencia,pendiente
5749,VAWSGBR8,tarjeta,pagado
5750,FNJXGBAM,tarjeta,pagado
5751,IIKNGBPW,tarjeta,pagado
5752,IXLOGBY7,efectivo,pagado
5753,KBSUGB3F,efectivo,pendiente
5754,QCKHGBGA,transferencia,pagado
5755,IGAJGBBF,efectivo,pagado
5756,OMHFGBCV,transferencia,pagado
5757,EWTEGB6A,transferencia,pagado
5758,FHQYGBQQ,efectivo,pagado
5759,QFOPGB2Y,efectivo,pagado
5760,WDNJGBXJ,tarjeta,pagado
5761,FBUWGB5U,efectivo,pendiente
5762,QAEIGBF3,transferencia,pagado
5763,INFZGBEE,efectivo,pagado
5764,TAKJGBTX,efectivo,pagado
5765,KTFWGB5G,tarjeta,pagado
5766,ZGQGGBAZ,transferencia,pagado
5767,RZCGGBV4,efectivo,pagado
5768,PLHWGBHS,tarjeta,pagado
5769,GMKCGBDI,tarjeta,pagado
5770,KEHCGBER,efectivo,pagado
5771,FEBKGB7F,tarjeta,pagado
5772,RWBLGBH0,transferencia,pagado
5773,QZYVGBAW,efectivo,pagado
5774,WYQZGB2L,tarjeta,pagado
5775,DEHZGBIC,transferencia,pendiente
5776,WGSDGBIS,tarjeta,pagado
5777,OETPGB2W,efectivo,pagado
5778,JJWZGBO7,transferencia,pagado
5779,VVYNGB0C,tarjeta,pagado
5780,DSOBGBHV,efectivo,pagado
5781,VDWRGBN4,efectivo,pagado
5782,WIEUGBJR,efectivo,pagado
5783,HTDUGBFI,tarjeta,pagado
5784,CICBGBM7,efectivo,pagado
5785,WBAZGBXQ,transferencia,pagado
5786,HXEVGB5N,efectivo,pagado
5787,SIIAGB6W,transferencia,pagado
5788,UBXOGBAB,efectivo,pagado
5789,IIFSGB92,efectivo,pagado
5790,YUDDGB35,tarjeta,pagado
5791,MDLIGBVL,efectivo,pagado
5792,ORFSGB78,tarjeta,pagado
5793,IBRZGBR6,transferencia,pagado
5794,RWGWGB3N,transferencia,pagado
5795,RFSQGBNN,transferencia,pagado
5796,VJIFGBN2,efectivo,pagado
5797,FHOUGBRH,tarjeta,pagado
5798,QFMLGBFO,transferencia,pagado
5799,ROHGGBG0,transferencia,pagado
5800,JEZQGB1F,efectivo,pagado
5801,HDWUGBI6,efectivo,pendiente
5802,VFFGGB3H,transferencia,pagado
5803,NVJKGBFE,tarjeta,pagado
5804,AZXFGBIV,efectivo,pagado
5805,SXTHGB9B,efectivo,pagado
5806,YYRNGBTF,transferencia,pagado
5807,WYJZGBEM,transferencia,pagado
5808,ZFOXGBCE,transferencia,pagado
5809,BWPDGBY9,efectivo,pagado
5810,GNGEGB6C,transferencia,pagado
5811,EYJIGBUY,efectivo,pagado
5812,SEMQGBSX,tarjeta,pagado
5813,JDGAGBZR,tarjeta,pendiente
5814,HGTYGBC2,efectivo,pagado
5815,ZJPWGBHC,transferencia,pagado
5816,NJSNGBEX,tarjeta,pagado
5817,FQFDGBL8,efectivo,pagado
5818,HOHOGB57,efectivo,pagado
5819,RKFAGBMN,transferencia,pagado
5820,DTTWGBZC,efectivo,pagado
5821,WNIHGBKP,transferencia,pagado
5822,XKEVGBYI,tarjeta,pagado
5823,OCABGBOC,efectivo,pagado
5824,VBMKGB9G,efectivo,pagado
5825,NLOMGBYR,efectivo,pagado
5826,KEBSGBWR,tarjeta,pagado
5827,EHRRGBTM,efectivo,pagado
5828,SDRXGBKJ,efectivo,pagado
5829,QQMQGBS5,transferencia,pagado
5830,IPDJGB08,transferencia,pagado
5831,JTWHGBAR,transferencia,pagado
5832,JCHPGBTW,efectivo,pagado
5833,HKDKGBO5,transferencia,pagado
5834,BCYJGB0A,efectivo,pagado
5835,PMBOGBEB,efectivo,pagado
5836,WFSRGBNF,tarjeta,pagado
5837,TAGFGBST,tarjeta,pagado
5838,JVWKGBWR,efectivo,pagado
5839,CRPSGBOU,efectivo,pagado
5840,YLCTGBPX,efectivo,pagado
5841,ZHGVGBSU,efectivo,pagado
5842,GVXJGBLU,tarjeta,pagado
5843,CBZKGBRJ,transferencia,pendiente
5844,ZFJUGB8Z,efectivo,pagado
5845,DCQJGBY1,tarjeta,pagado
5846,PEGIGBNB,tarjeta,pagado
5847,OXLOGB9G,efectivo,pendiente
5848,PGTJGBEA,tarjeta,pagado
5849,AJHTGBCW,tarjeta,pagado
5850,KWETGBOW,efectivo,pagado
5851,GUTMGB0N,tarjeta,pagado
5852,WGVDGBQH,efectivo,pagado
5853,DYMRGBPL,efectivo,pagado
5854,IMLJGBNU,transferencia,pagado
5855,FVWCGBDT,transferencia,pagado
5856,JVBHGBDM,efectivo,pagado
5857,MLDOGBFZ,transferencia,pagado
5858,PISWGBP8,tarjeta,pagado
5859,ZEOWGB34,tarjeta,pagado
5860,JDCSGBQI,efectivo,pagado
5861,QVYJGBO7,transferencia,pagado
5862,GCEAGBN1,transferencia,pagado
5863,LNTRGBVG,tarjeta,pagado
5864,AXCSGBN9,efectivo,pendiente
5865,WPQEGBFV,efectivo,pagado
5866,VDTUGB5V,tarjeta,pagado
5867,BZAZGB3A,efectivo,pagado
5868,XZLEGBEA,tarjeta,pagado
5869,DTMTGBQ1,transferencia,pagado
5870,TIIDGBDK,transferencia,pendiente
5871,EWRNGB36,tarjeta,pagado
5872,LDOIGBPW,tarjeta,pagado
5873,BICHGBNT,efectivo,pagado
5874,OMCIGBU1,transferencia,pagado
5875,NIDCGBGW,efectivo,pendiente
5876,ESHVGBYO,transferencia,pagado
5877,HFUMGBK8,transferencia,pendiente
5878,NOGLGB3J,tarjeta,pagado
5879,TXOTGB98,efectivo,pagado
5880,ZDWDGBIN,tarjeta,pendiente
5881,MYPVGBHC,tarjeta,pagado
5882,SCXLGB3R,transferencia,pagado
5883,KTGEGBZH,transferencia,pagado
5884,CLBTGBHW,tarjeta,pagado
5885,PUMXGBOI,efectivo,pagado
5886,JITHGBDB,transferencia,pagado
5887,OLPVGBB1,efectivo,pagado
5888,NBHAGBED,tarjeta,pagado
5889,QXUZGBL6,tarjeta,pagado
5890,NSPUGB70,tarjeta,pagado
5891,WAPDGBO3,efectivo,pagado
5892,UJTHGBUS,transferencia,pagado
5893,FZNNGB6F,efectivo,pagado
5894,FFLNGBRR,efectivo,pagado
5895,ZKSCGB8U,tarjeta,pagado
5896,GFWYGBCM,transferencia,pagado
5897,RHZQGBMQ,tarjeta,pagado
5898,VOPDGBU3,tarjeta,pagado
5899,SFUWGBVE,efectivo,pagado
5900,VKLGGBUP,transferencia,pagado
5901,KGOMGBZL,tarjeta,pagado
5902,CQTYGBBJ,tarjeta,pagado
5903,CZRNGBE3,tarjeta,pagado
5904,UXCSGB9U,efectivo,pagado
5905,FVEUGBKG,tarjeta,pendiente
5906,SKUKGB96,efectivo,pagado
5907,EGOXGBLH,efectivo,pagado
5908,JWVFGB3H,transferencia,pagado
5909,HLWBGBPF,efectivo,pendiente
5910,JIPMGB4I,transferencia,pagado
5911,JQUOGBOI,tarjeta,pagado
5912,DOBWGBHD,transferencia,pendiente
5913,VYUSGBLU,efectivo,pagado
5914,VFBQGBJ1,tarjeta,pagado
5915,KQQUGBHN,tarjeta,pagado
5916,AGGJGBY4,tarjeta,pagado
5917,DONMGBJE,transferencia,pagado
5918,DHYIGBFE,efectivo,pendiente
5919,SVSGGBKQ,efectivo,pagado
5920,TQMQGBOG,efectivo,pagado
5921,GMBBGB1J,tarjeta,pagado
5922,KELJGB4S,efectivo,pagado
5923,MHKHGBA3,efectivo,pagado
5924,XLEXGBAB,efectivo,pagado
5925,UMAPGB6V,tarjeta,pagado
5926,RWXAGBLS,transferencia,pagado
5927,DKREGBS8,efectivo,pagado
5928,PIMRGBZB,efectivo,pagado
5929,FFKCGBYK,transferencia,pagado
5930,QUJYGBUX,tarjeta,pagado
5931,WCYIGBMP,efectivo,pagado
5932,DYVEGBO1,transferencia,pagado
5933,PNTBGBOL,efectivo,pagado
5934,NDQMGBP8,tarjeta,pagado
5935,LOLLGB2T,tarjeta,pagado
5936,ITZIGBY8,transferencia,pagado
5937,YJVFGB37,efectivo,pagado
5938,CGOVGBEO,efectivo,pagado
5939,BVHLGB7M,efectivo,pagado
5940,KXLAGB78,tarjeta,pagado
5941,AWSDGB55,tarjeta,pagado
5942,TVCTGBQK,transferencia,pagado
5943,YQPIGBEG,tarjeta,pagado
5944,PSMVGB7D,tarjeta,pagado
5945,LYDGGB9Q,efectivo,pagado
5946,NFRRGBQ5,tarjeta,pagado
5947,OXMCGBNN,transferencia,pagado
5948,KBMWGBEV,tarjeta,pagado
5949,QJFWGB3Q,efectivo,pagado
5950,UQFCGBZ6,transferencia,pagado
5951,PXATGBC6,tarjeta,pagado
5952,FGHLGB0S,tarjeta,pagado
5953,ZRGLGBIY,tarjeta,pendiente
5954,XJOJGBNC,transferencia,pagado
5955,GZZAGBT0,efectivo,pagado
5956,QDGLGBK9,tarjeta,pagado
5957,KTRNGB9O,transferencia,pagado
5958,XIUMGBOO,transferencia,pagado
5959,PSGLGBF3,tarjeta,pagado
5960,PCOUGBRI,efectivo,pagado
5961,RVFBGBDW,efectivo,pagado
5962,XHMSGB1N,transferencia,pagado
5963,HDLXGBWM,tarjeta,pagado
5964,CFHHGBYN,tarjeta,pagado
5965,JQEVGBWX,efectivo,pagado
5966,TBSQGBR7,tarjeta,pendiente
5967,KJTVGBYZ,transferencia,pagado
5968,HYXRGB3L,efectivo,pagado
5969,KBEIGBFV,transferencia,pagado
5970,NOJDGBYR,tarjeta,pagado
5971,VMXMGBIP,efectivo,pagado
5972,HTOBGBAU,efectivo,pagado
5973,FQDOGBF1,efectivo,pagado
5974,WCULGBEQ,tarjeta,pagado
5975,RPNBGBW9,transferencia,pagado
5976,IOPFGBRW,tarjeta,pagado
5977,GKAGGBS9,transferencia,pagado
5978,ASOMGBA8,tarjeta,pagado
5979,AGNYGBH7,tarjeta,pagado
5980,CVKIGBBL,transferencia,pagado
5981,ORSHGBN0,efectivo,pagado
5982,HXRSGB8X,transferencia,pagado
5983,XQLVGB7U,efectivo,pagado
5984,TRLJGB9F,transferencia,pagado
5985,STZWGBTI,transferencia,pendiente
5986,OYWZGB43,tarjeta,pagado
5987,ZOJBGBQW,efectivo,pagado
5988,DUCVGB18,transferencia,pagado
5989,FTQZGBGW,tarjeta,pagado
5990,WJXEGBOA,tarjeta,pagado
5991,UTIQGB3C,tarjeta,pagado
5992,NPJEGB0O,efectivo,pagado
5993,SWXNGBOL,tarjeta,pendiente
5994,PKCGGBFT,efectivo,pagado
5995,HVQRGBV0,tarjeta,pagado
5996,XETKGBII,transferencia,pagado
5997,UUROGB9E,efectivo,pagado
5998,OEDFGBEM,transferencia,pagado
5999,UTPAGBDQ,transferencia,pagado
6000,TDKTGBCJ,transferencia,pagado
6001,FBKPGBAK,transferencia,pagado
6002,TANKGBN1,tarjeta,pagado
6003,GRWKGB49,transferencia,pagado
6004,XEEZGB2B,efectivo,pagado
6005,OQBNGBGB,tarjeta,pagado
6006,RSXCGBYK,tarjeta,pagado
6007,CZJOGB47,efectivo,pagado
6008,GDSFGB4Q,transferencia,pagado
6009,JPKCGB8M,transferencia,pagado
6010,EXOZGBK8,efectivo,pagado
6011,PFULGBKZ,transferencia,pagado
6012,NMBEGB97,tarjeta,pagado
6013,FUYVGBFD,efectivo,pagado
6014,JINMGBA7,tarjeta,pendiente
6015,YZOPGB0W,transferencia,pagado
6016,MBQGGB8D,tarjeta,pagado
6017,CQTOGBST,efectivo,pagado
6018,SZPWGBP4,transferencia,pagado
6019,BKNFGBB5,transferencia,pagado
6020,TJCIGB8A,transferencia,pagado
6021,ZZQLGBOY,efectivo,pagado
6022,IULPGBUX,transferencia,pagado
6023,ZSXZGB0B,transferencia,pendiente
6024,FJCMGBLQ,efectivo,pagado
6025,IMQTGBBH,transferencia,pagado
6026,LBYVGBVL,tarjeta,pagado
6027,SRUNGBQC,tarjeta,pagado
6028,FDPIGBXM,tarjeta,pagado
6029,PQKXGB5H,transferencia,pagado
6030,YFDAGBZJ,tarjeta,pagado
6031,AOXXGBL4,transferencia,pagado
6032,QNUOGB45,transferencia,pagado
6033,LLOYGBAM,transferencia,pagado
6034,YQSIGBP5,transferencia,pagado
6035,EZBJGBB1,efectivo,pagado
6036,FLRQGBWD,tarjeta,pagado
6037,MPWLGBUI,transferencia,pagado
6038,ESMZGBS2,tarjeta,pagado
6039,GUBLGBSH,tarjeta,pagado
6040,MKSOGB1P,transferencia,pagado
6041,CDBEGBQJ,efectivo,pagado
6042,ZVPYGBVN,efectivo,pagado
6043,KARTGBXU,efectivo,pagado
6044,MKARGBAU,tarjeta,pagado
6045,KVKHGB4E,tarjeta,pagado
6046,DBNYGBKM,efectivo,pagado
6047,EAXAGBT2,efectivo,pagado
6048,YIXYGBRX,transferencia,pendiente
6049,RFTZGBCU,transferencia,pagado
6050,TTQPGBNH,tarjeta,pagado
6051,LIDSGB3X,transferencia,pagado
6052,SSEGGBGV,tarjeta,pagado
6053,QWCFGBP1,tarjeta,pagado
6054,VCUTGBIR,tarjeta,pagado
6055,UDVGGB2W,efectivo,pagado
6056,OLXUGBX0,tarjeta,pagado
6057,FFOUGBLG,tarjeta,pagado
6058,RAGFGB16,transferencia,pagado
6059,YBECGBTP,tarjeta,pagado
6060,CXGUGB35,efectivo,pagado
6061,ERJGGBAH,transferencia,pagado
6062,ZNFIGBGX,efectivo,pendiente
6063,DAWFGBPY,efectivo,pagado
6064,APRAGBGZ,tarjeta,pagado
6065,DITNGB2H,transferencia,pagado
6066,FOQSGBNG,efectivo,pagado
6067,YLIZGBYK,efectivo,pendiente
6068,DYJTGBFD,efectivo,pagado
6069,WGXHGB63,transferencia,pagado
6070,SYNCGBWC,tarjeta,pagado
6071,LSFIGBXD,tarjeta,pagado
6072,KDYRGB40,transferencia,pagado
6073,HIQAGB06,tarjeta,pagado
6074,VUHIGB6T,transferencia,pagado
6075,UHUNGBG9,efectivo,pagado
6076,PLBOGBSW,efectivo,pagado
6077,ADJOGBVA,efectivo,pendiente
6078,LVDIGBJ6,tarjeta,pagado
6079,MBEGGBD3,tarjeta,pagado
6080,CKTZGB0V,tarjeta,pagado
6081,IQZMGBB7,efectivo,pagado
6082,WQNJGBF0,transferencia,pagado
6083,FDJAGBFF,tarjeta,pendiente
6084,KZYMGBCL,tarjeta,pagado
6085,YLLFGBB6,transferencia,pendiente
6086,AXOOGBLS,efectivo,pagado
6087,GBMSGB6R,transferencia,pagado
6088,TESSGB1D,transferencia,pagado
6089,LIUIGB5G,efectivo,pagado
6090,JNEIGBN0,tarjeta,pendiente
6091,EEHXGB15,efectivo,pendiente
6092,IZDVGB20,transferencia,pagado
6093,OCGUGBL0,efectivo,pagado
6094,ATHFGBMK,tarjeta,pagado
6095,WLCCGB22,transferencia,pagado
6096,GEWUGB1T,tarjeta,pagado
6097,SZOLGBTX,efectivo,pagado
6098,GNYRGBG2,transferencia,pagado
6099,CFNIGBNJ,transferencia,pagado
6100,DROGGBZP,efectivo,pagado
6101,RQYWGBTY,tarjeta,pagado
6102,FQBLGBDA,efectivo,pendiente
6103,GSLRGB4L,efectivo,pagado
6104,FVTJGBVR,efectivo,pagado
6105,SKHBGBKQ,efectivo,pagado
6106,GVBXGBCN,efectivo,pendiente
6107,IZHWGBMV,tarjeta,pagado
6108,QCORGBXN,transferencia,pagado
6109,SSVJGB03,efectivo,pagado
6110,VGKNGBLH,efectivo,pagado
6111,SVPSGBVV,efectivo,pagado
6112,GYDNGBXI,tarjeta,pagado
6113,XGEYGBX2,transferencia,pagado
6114,NTMGGB7K,tarjeta,pagado
6115,IFPXGBMR,tarjeta,pagado
6116,EOMPGB3Z,efectivo,pagado
6117,KJSSGBVN,tarjeta,pagado
6118,NJXMGBEA,transferencia,pagado
6119,ZRVRGB8U,efectivo,pendiente
6120,FQLWGB7V,transferencia,pagado
6121,XRPIGB2G,tarjeta,pagado
6122,KZVJGB3T,transferencia,pagado
6123,JVLBGBXK,tarjeta,pagado
6124,YDXJGBMM,tarjeta,pagado
6125,SELLGBLC,transferencia,pagado
6126,TXYRGBHB,transferencia,pagado
6127,YISLGBAF,transferencia,pendiente
6128,RJXNGB3K,transferencia,pagado
6129,NRGQGBZG,transferencia,pagado
6130,MTDGGBGR,efectivo,pagado
6131,QQWCGBN2,transferencia,pagado
6132,MIFCGBCY,efectivo,pagado
6133,PKUPGB9D,transferencia,pagado
6134,CGZCGBAA,efectivo,pendiente
6135,XJOCGBRR,tarjeta,pendiente
6136,LHWEGBBC,transferencia,pagado
6137,ADTMGBLB,tarjeta,pagado
6138,QVUPGBJQ,transferencia,pagado
6139,EIGHGBWO,tarjeta,pagado
6140,KMIAGBE6,transferencia,pagado
6141,BBDDGBUZ,efectivo,pagado
6142,NWIBGBTA,efectivo,pagado
6143,TXBTGBZH,efectivo,pagado
6144,DOPGGBIL,efectivo,pagado
6145,IWMFGBUF,efectivo,pagado
6146,DVIAGBVV,transferencia,pagado
6147,MYJZGBGB,tarjeta,pagado
6148,XGDDGBFF,efectivo,pagado
6149,ZSBRGBKA,tarjeta,pagado
6150,JAIBGBGO,tarjeta,pagado
6151,CZKEGBJH,transferencia,pagado
6152,WGEVGB28,efectivo,pagado
6153,MEADGBDK,efectivo,pendiente
6154,HKKFGBQ4,transferencia,pagado
6155,BOUVGBTH,tarjeta,pagado
6156,CQGCGBH2,efectivo,pagado
6157,TATWGB84,efectivo,pagado
6158,YMBBGB58,tarjeta,pendiente
6159,SOXEGBV4,transferencia,pagado
6160,LYZFGBEN,efectivo,pagado
6161,HDUGGBWJ,efectivo,pagado
6162,OOZFGBPL,efectivo,pagado
6163,BAERGB6V,tarjeta,pagado
6164,JLJDGBEL,efectivo,pagado
6165,ZVAIGBW9,transferencia,pagado
6166,XVAFGBPW,tarjeta,pagado
6167,JPTOGB84,transferencia,pagado
6168,FCCSGBLN,efectivo,pagado
6169,PAEJGBVW,transferencia,pagado
6170,NJTUGBEZ,tarjeta,pagado
6171,FVRGGB4S,transferencia,pendiente
6172,QTGYGBLO,efectivo,pagado
6173,XTYLGBB3,transferencia,pagado
6174,JPIXGBXJ,tarjeta,pagado
6175,PNAAGBTJ,tarjeta,pagado
6176,PLOAGBYY,transferencia,pagado
6177,HNFGGBC0,transferencia,pagado
6178,KWEZGBEA,transferencia,pagado
6179,NPBXGBRI,transferencia,pagado
6180,UZJQGBM0,efectivo,pagado
6181,GSBGGBZS,transferencia,pagado
6182,RSXIGBVQ,transferencia,pagado
6183,DSFNGBRK,tarjeta,pendiente
6184,YZBLGBZB,tarjeta,pagado
6185,QIQMGBYU,efectivo,pagado
6186,AETDGBO5,transferencia,pendiente
6187,STXRGBQ4,tarjeta,pagado
6188,ABWSGBI0,tarjeta,pagado
6189,WNQOGBIH,tarjeta,pagado
6190,OZEGGBPC,tarjeta,pagado
6191,GXRHGBNP,efectivo,pagado
6192,QPKCGBFK,efectivo,pagado
6193,FWJBGBM7,transferencia,pagado
6194,UWJGGBAD,efectivo,pagado
6195,JPPJGB5K,transferencia,pagado
6196,BUUVGB2F,transferencia,pendiente
6197,PPJAGB5B,tarjeta,pagado
6198,LOJUGBVJ,tarjeta,pagado
6199,YNXCGBR6,transferencia,pagado
6200,ZZFXGBJZ,tarjeta,pagado
6201,CHRKGB9W,transferencia,pagado
6202,NHYNGBTP,transferencia,pagado
6203,HJZNGB0X,efectivo,pagado
6204,PYSEGB1R,transferencia,pagado
6205,AMVHGBQS,transferencia,pagado
6206,QEGUGBYG,efectivo,pagado
6207,EINPGBV4,tarjeta,pagado
6208,ERRDGBKG,efectivo,pagado
6209,NRZMGBBG,tarjeta,pendiente
6210,TEYWGBA2,transferencia,pendiente
6211,SLLJGBT4,transferencia,pagado
6212,ZMWYGBF7,transferencia,pendiente
6213,RHDNGBZJ,tarjeta,pagado
6214,SUZJGB7Z,transferencia,pagado
6215,CJTBGB3I,tarjeta,pagado
6216,STTKGBH9,tarjeta,pagado
6217,AKQIGBK2,tarjeta,pagado
6218,PNRQGBJ1,transferencia,pagado
6219,NNSKGBI3,transferencia,pagado
6220,KJVEGBLY,transferencia,pendiente
6221,LZMOGBB8,efectivo,pagado
6222,MJJCGBAR,transferencia,pagado
6223,LOYJGBXU,transferencia,pagado
6224,HONTGB2D,transferencia,pagado
6225,IJKWGB96,efectivo,pagado
6226,TGOIGBCX,tarjeta,pagado
6227,CYNAGBLQ,tarjeta,pagado
6228,IDDKGBJJ,transferencia,pagado
6229,DAVPGBL0,efectivo,pagado
6230,LPRSGBY0,tarjeta,pendiente
6231,PCEKGB7Z,tarjeta,pagado
6232,HSLZGBIQ,tarjeta,pagado
6233,IYXWGB2V,transferencia,pendiente
6234,MWJCGBZA,efectivo,pagado
6235,AWKXGB0U,efectivo,pagado
6236,GSFEGB00,tarjeta,pagado
6237,LEBEGBEQ,transferencia,pagado
6238,KXMVGBKF,tarjeta,pagado
6239,TBKHGBLM,transferencia,pagado
6240,IKVJGBJ5,transferencia,pagado
6241,ULWDGBIH,transferencia,pendiente
6242,MKJJGBVJ,tarjeta,pagado
6243,NHNSGBI7,transferencia,pagado
6244,ZAHKGBZX,efectivo,pagado
6245,QHAFGB7B,tarjeta,pagado
6246,DNYJGBZV,transferencia,pagado
6247,PSTBGB6N,transferencia,pagado
6248,SXDHGBFZ,transferencia,pagado
6249,ITSQGB2N,tarjeta,pagado
6250,TBSQGBA1,transferencia,pendiente
6251,ZFNKGBAE,tarjeta,pendiente
6252,THZAGB0Y,tarjeta,pagado
6253,ETMGGB5F,transferencia,pagado
6254,KCKRGBNL,tarjeta,pendiente
6255,JPIUGBF5,efectivo,pagado
6256,QEQOGBZH,transferencia,pagado
6257,YMBKGBRX,tarjeta,pagado
6258,RQIFGB9W,tarjeta,pagado
6259,NWBJGBBK,transferencia,pagado
6260,PPBLGB8A,efectivo,pagado
